epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.720983146072982,0.3105519481035538,1.6271799658906871,0.3505811269941001
2,1.6134199476861335,0.3595373376365348,1.5914641721495266,0.3680983170353133
3,1.5780200844719297,0.37711715362804793,1.571934451316965,0.3821903220538435
4,1.5518644284376335,0.39141639615550183,1.5625848359075085,0.3894640289503953
5,1.5288557959841442,0.4040787337404309,1.5530373104687394,0.3881747743179058
6,1.5109888975754444,0.41202651512571226,1.540615873090152,0.3953201971177397
7,1.486412975695226,0.42286931823342394,1.5419127324531818,0.39895705056601555
8,1.461310549215837,0.43785849561938994,1.5148065090179443,0.41095161129688396
9,1.4269184766909777,0.45270562765402195,1.5061537828938714,0.4172696019041127
10,1.3918485197670016,0.46765422072761503,1.4709409886393054,0.4302262931034483
11,1.3483761554156548,0.48616747835497837,1.4472770074318195,0.4316951457796426
12,1.3061733988972453,0.5027867965884023,1.4149726074317406,0.44886596860556766
13,1.2658253376618092,0.5185606060348031,1.3906456581477462,0.4516176622489403
14,1.2309638788173725,0.5325351731601732,1.3734634868029891,0.4597765289503953
15,1.1995822005457693,0.5412337662595691,1.3580767368448192,0.4635480806745332
16,1.1693141377849496,0.5531385281643311,1.3301633945826827,0.4754015289503953
17,1.1436479496749448,0.5620738636879694,1.3485239456439841,0.46072583106057396
18,1.1254777998635264,0.5663216991341992,1.319105561437278,0.4782237785643545
19,1.1035609361413237,0.5764339826839827,1.3187825412585819,0.4733938831707527
20,1.0866996132450186,0.584063852762247,1.3063855458950173,0.4793206073086837
21,1.0714315591436443,0.5905032467532467,1.3014118959163796,0.48678674060722876
22,1.0568984963677146,0.5950284091941206,1.3088093687748086,0.48013521165683354
23,1.046013123287267,0.5989448051431995,1.3053993274425637,0.47804418103448276
24,1.0319329928526115,0.6026988635847579,1.2947522545682972,0.48739608968126363
25,1.017817442293291,0.6092261904245847,1.3084338615680564,0.4826816500260912
26,1.0078217557498388,0.6140354438261553,1.3047972115977058,0.48625436168292474
27,0.9974309311800705,0.6174986470829357,1.3091992407009518,0.48611966340706264
28,0.9843077783460741,0.6233022187179301,1.3112146895507286,0.48255336592937337
29,0.9757979055503746,0.6267518940426055,1.311218880373856,0.48310498739111013
30,0.9643062332491854,0.6336106601215544,1.3232189704631936,0.4810652707157464
