episode,episode_return,episode_steps,epsilon,loss,buffer_size,delivered,dropped,energy,depletion_events
181,-48.021000000000015,33,0.60461,0.6773876746495565,6244,25,1,8.020999999999875,8
182,-18.019000000000005,34,0.6024566666666666,0.9809376448392868,6278,26,0,8.018999999999874,8
183,-122.97200000000004,31,0.6004933333333333,0.8214846663177013,6309,23,4,7.971999999999877,8
184,-33.00300000000007,34,0.59834,0.8771149404346943,6343,26,1,8.002999999999863,8
185,-3.024000000000072,35,0.5961233333333333,0.890617827574412,6378,27,0,8.023999999999871,8
186,-9.22499999999998,35,0.5939066666666667,0.8467863731914096,6413,27,0,8.024999999999874,8
187,-32.93700000000001,34,0.5917533333333334,0.8132417239248753,6447,26,1,7.936999999999899,8
188,-84.20800000000003,32,0.5897266666666667,0.8256719782948494,6479,24,2,8.007999999999853,8
189,-18.00300000000003,34,0.5875733333333334,0.8503247797489166,6513,26,0,8.002999999999922,8
190,-3.014999999999958,35,0.5853566666666667,0.9316854013337029,6548,27,0,8.01499999999987,8
191,-63.03000000000003,32,0.58333,0.7182905487716198,6580,24,1,8.029999999999871,8
192,-18.03,34,0.5811766666666667,0.5273811370134354,6614,26,0,8.029999999999873,8
193,-62.99000000000004,32,0.57915,0.8163567408919334,6646,24,1,7.9899999999998705,8
194,-48.01500000000006,32,0.5771233333333334,0.8071958385407925,6678,24,0,8.014999999999898,8
195,-3.0239999999999867,36,0.5748433333333334,0.7575098276138306,6714,28,1,8.023999999999875,8
196,-3.0349999999999113,35,0.5726266666666666,0.7165832850668166,6749,27,0,8.034999999999892,8
197,-44.43299999999999,35,0.5704100000000001,0.6587705380386777,6784,27,2,8.032999999999872,8
198,-77.99599999999998,30,0.5685100000000001,0.9160673873765128,6814,22,0,7.995999999999886,8
199,-48.034999999999975,34,0.5663566666666666,0.850521186987559,6848,26,2,8.034999999999878,8
200,-2.9680000000000177,35,0.5641400000000001,0.6988975033164024,6883,27,0,7.967999999999875,8
201,-33.01800000000003,34,0.5619866666666666,0.7398766924937566,6917,26,1,8.017999999999882,8
202,-2.995999999999981,36,0.5597066666666667,0.7064717411994934,6953,28,1,7.995999999999863,8
203,-62.99799999999998,31,0.5577433333333333,0.6301355771720409,6984,23,0,7.997999999999935,8
204,-3.015000000000043,35,0.5555266666666667,0.9959102645516396,7019,27,0,8.01499999999987,8
205,-123.03399999999999,34,0.5533733333333333,0.9792005022366842,7053,25,6,8.03399999999988,8
206,11.978000000000009,36,0.5510933333333333,0.6381827692190806,7089,28,0,8.021999999999874,8
207,-58.00900000000007,39,0.5486233333333334,0.8184165626764297,7128,29,4,8.008999999999874,8
208,-8.918000000000063,39,0.5461533333333333,0.8031976686583625,7167,29,2,8.017999999999875,8
209,-93.02499999999995,36,0.5438733333333333,0.6207167340649499,7203,26,5,8.024999999999864,8
210,-3.0280000000000484,35,0.5416566666666667,0.7010280556148953,7238,27,0,8.027999999999873,8
211,-63.00700000000003,32,0.53963,0.7693629562854767,7270,24,1,8.006999999999856,8
212,12.108999999999966,36,0.53735,0.6929674843947092,7306,28,0,7.8909999999998774,8
213,-33.02599999999998,33,0.5352600000000001,0.6032700166106224,7339,25,0,8.025999999999875,8
214,41.982,38,0.5328533333333334,0.806270757317543,7377,30,0,8.017999999999871,8
215,-17.97300000000004,37,0.53051,0.7810535033543905,7414,29,3,7.972999999999867,8
216,-47.97300000000002,32,0.5284833333333334,0.7068276330828667,7446,24,0,7.972999999999876,8
217,-122.96500000000003,32,0.5264566666666667,0.5345946289598942,7478,23,4,7.9649999999998595,8
218,-32.97000000000004,33,0.5243666666666666,0.6386855263262987,7511,25,0,7.969999999999879,8
219,-48.03200000000007,38,0.52196,0.7254746377468109,7549,29,5,8.03199999999987,8
220,-62.884,32,0.5199333333333334,0.6062212102115154,7581,24,1,7.883999999999874,8
221,26.98499999999997,38,0.5175266666666667,0.6881440977255503,7619,30,1,8.014999999999871,8
222,-83.83299999999997,33,0.5154366666666668,0.7281519406371646,7652,24,2,8.032999999999873,8
223,-78.01499999999999,31,0.5134733333333333,0.6454450147492545,7683,23,1,8.014999999999896,8
224,-33.01100000000002,35,0.5112566666666667,0.7593221631315019,7718,27,2,8.010999999999852,8
225,-17.988,36,0.5089766666666666,0.7257995108763377,7754,27,1,7.987999999999868,8
226,-63.027000000000015,31,0.5070133333333333,0.6208355389535427,7785,23,0,8.026999999999894,8
227,-68.40700000000001,32,0.5049866666666667,0.5560895465314388,7817,24,1,8.006999999999874,8
228,-3.0109999999999104,35,0.50277,0.5872241722212898,7852,27,0,8.010999999999871,8
229,-38.215,34,0.5006166666666667,0.7574573084712029,7886,26,1,8.014999999999874,8
230,-63.025000000000034,32,0.49859,0.6336106099188328,7918,24,1,8.02499999999989,8
